"DIVISION","REGIONC","UATYP10","CLIMATE_REGION_PUB","TYPEHUQ","YEARMADERANGE","TOTROOMS","NHSLDMEM","KOWNRENT","ELPAY","TOTSQFT_EN","KWH","CUFEETNG","GALLONLP","BTUFO","elec_per_sqft","ntrlgas_per_sqft","propane_per_sqft","fueloil_per_sqft"
"Mountain South","South","Urban area","Mixed-Humid","2","1970s",8,2,1,"1",4294,18015.806,706.655,0,0,4.19557661853749,0.164568001863065,0,0
"Mountain South","South","Urban cluster","Mixed-Humid","2","2000s",4,2,1,"1",1260,11684.452,0,0,0,9.2733746031746,0,0,0
"Mountain North","Midwest","Urban area","Cold/Very Cold","5","2000s",4,1,1,"2",997,6140,67.847,0,0,6.15847542627884,0.0680511534603811,0,0
"Middle Atlantic","Midwest","Urban cluster","Mixed-Humid","2","* to 1950",8,3,1,"1",4992,15645.138,493.555,0,0,3.13404206730769,0.0988691907051282,0,0
"Middle Atlantic","Midwest","Rural area","Cold/Very Cold","2","1980s",6,2,1,"1",770,21896.616,0,0,0,28.4371636363636,0,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","5","1960s",5,1,1,"2",994,5041,0,140.628,14534.728,5.07142857142857,0,0.141476861167002,14.62246277666
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","5","1950s",1,1,2,"2",1085,2531,435.887,0,0,2.33271889400922,0.401739170506912,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1980s",5,2,2,"1",558,2647.602,154.195,0,0,4.7448064516129,0.276335125448029,0,0
"Mountain North","Midwest","Rural area","Cold/Very Cold","2","* to 1950",6,5,1,"1",920,6486,0,1232.082,0,7.05,0,1.33921956521739,0
"West North Central","West","Urban area","Cold/Very Cold","2","1980s",8,3,1,"1",2077,12214.45,963.829,0,0,5.88081367356765,0.464048627828599,0,0
"New England","South","Urban area","Mixed-Humid","3","1980s",6,1,1,"1",2600,7995.346,253.983,0,0,3.07513307692308,0.0976857692307692,0,0
"Mountain South","South","Urban cluster","Mixed-Humid","2","2000s",7,2,1,"1",2411,14189.684,0,57.127,0,5.88539361260888,0,0.0236943177104936,0
"New England","South","Urban area","Hot-Humid","2","1970s",6,3,1,"1",2345,24999.774,0,0,0,10.660884434968,0,0,0
"East North Central","Northeast","Urban area","Cold/Very Cold","5","1990s",4,3,2,"1",1307,7852.631,0,0,0,6.00813389441469,0,0,0
"Mountain North","Midwest","Rural area","Cold/Very Cold","2","1990s",8,4,1,"1",3184,14280.484,0,456.901,0,4.48507663316583,0,0.143499057788945,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","2000s",5,1,1,"2",745,4658,63.97,0,0,6.25234899328859,0.0858657718120805,0,0
"West South Central","West","Rural area","Hot-Dry/Mixed-Dry","2","* to 1950",5,2,1,"1",815,4741.389,0,104.95,0,5.81765521472393,0,0.128773006134969,0
"Pacific","South","Rural area","Hot-Humid","2","1960s",7,4,1,"1",1868,7881,492.753,0,0,4.21895074946467,0.263786402569593,0,0
"West South Central","West","Urban area","Marine","2","1950s",6,3,1,"1",1222,4676.099,193.603,0,0,3.82659492635025,0.158431260229133,0,0
"Mountain South","South","Urban area","Mixed-Humid","5","1980s",5,2,2,"2",1237,9832,221.857,0,0,7.9482619240097,0.179350848827809,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1960s",6,2,1,"1",2208,5495.558,1053.983,0,0,2.48893025362319,0.477347373188406,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1960s",7,1,1,"1",1565,4316.099,319.914,0,0,2.75789073482428,0.204417891373802,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","2","1990s",18,3,1,"1",5516,15236.749,1057.682,0,0,2.7622822697607,0.191748005801305,0,0
"Pacific","South","Urban area","Hot-Humid","2","1950s",7,1,1,"1",2078,7708.521,395.706,0,0,3.70958662175168,0.190426371511068,0,0
"Middle Atlantic","Midwest","Rural area","Cold/Very Cold","2","1990s",7,4,1,"1",5189,9480.999,768.162,0,0,1.82713412989015,0.148036615918289,0,0
"West South Central","West","Rural area","Marine","2","* to 1950",7,2,1,"1",2697,19955.585,0,0,0,7.39917871709307,0,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","1980s",2,3,1,"1",687,2059.788,389.777,0,0,2.99823580786026,0.567360989810771,0,0
"Pacific","South","Urban area","Hot-Humid","3","1990s",6,4,2,"1",1050,17199.065,0,0,0,16.3800619047619,0,0,0
"Mountain South","South","Urban area","Hot-Humid","5","1980s",1,1,2,"1",766,7430.09,0,0,0,9.69985639686684,0,0,0
"South Atlantic","West","Urban area","Cold/Very Cold","2","2000s",9,2,1,"1",6914,6112.987,842.465,0,0,0.884146225050622,0.121849146658953,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",6,7,1,"1",6010,14569.467,521.958,0,0,2.42420415973378,0.0868482529118136,0,0
"South Atlantic","West","Urban area","Cold/Very Cold","1","1960s",5,2,1,"2",1215,5545,437.133,0,0,4.56378600823045,0.35978024691358,0,0
"Mountain North","Midwest","Urban area","Mixed-Humid","2","1980s",9,1,1,"1",3720,11169.294,1040.727,0,0,3.00249838709677,0.279765322580645,0,0
"West South Central","West","Urban area","Cold/Very Cold","2","1960s",8,2,1,"1",2484,7152.456,794.325,0,0,2.87941062801932,0.319776570048309,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","* to 1950",10,4,1,"1",4761,13254.118,1568.052,0,0,2.78389371980676,0.329353497164461,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","4","1970s",4,3,2,"1",866,2851.387,126.923,0,0,3.29259468822171,0.146562355658199,0,0
"Mountain South","South","Urban area","Mixed-Humid","1","1990s",5,5,2,"1",1040,12389,0,0,0,11.9125,0,0,0
"West North Central","West","Urban area","Cold/Very Cold","2","2000s",10,2,1,"1",4355,8814.397,1616.993,0,0,2.02397175660161,0.371295752009185,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","1960s",4,3,2,"2",534,5527,404.009,0,0,10.3501872659176,0.756571161048689,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1970s",9,3,1,"1",3350,6071.996,1039.039,0,0,1.81253611940299,0.310160895522388,0,0
"South Atlantic","West","Rural area","Cold/Very Cold","3","2000s",6,2,1,"1",1804,7586.655,817.242,0,0,4.20546286031042,0.453016629711752,0,0
"Mountain South","South","Urban cluster","Mixed-Humid","4","1970s",3,1,2,"2",439,5166,174.413,0,0,11.7676537585421,0.397296127562642,0,0
"Mountain South","South","Rural area","Hot-Humid","2","2000s",6,2,1,"1",1872,12599.133,0,0,0,6.73030608974359,0,0,0
"East South Central","Northeast","Rural area","Cold/Very Cold","2","* to 1950",6,1,1,"1",2075,6279.39,0,0,33151.625,3.02621204819277,0,0,15.976686746988
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1970s",4,2,2,"1",1004,6157.626,431.28,0,0,6.13309362549801,0.429561752988048,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1970s",4,2,2,"1",601,2953.065,83.938,0,0,4.91358569051581,0.139663893510815,0,0
"West South Central","West","Urban cluster","Cold/Very Cold","5","1990s",3,1,2,"1",564,7055.042,0,0,0,12.5089397163121,0,0,0
"South Atlantic","West","Urban area","Cold/Very Cold","5","1960s",3,2,2,"1",538,7151,0,0,0,13.2918215613383,0,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","2","1970s",8,2,1,"1",2544,21734.125,0,196.833,0,8.54328812893082,0,0.0773714622641509,0
"Pacific","South","Urban area","Hot-Humid","2","1990s",8,2,1,"1",3126,21020.914,559.222,0,0,6.72454062699936,0.178893793985925,0,0
"Pacific","South","Urban area","Hot-Humid","2","1950s",5,2,1,"1",1704,8720,164.143,0,0,5.11737089201878,0.0963280516431925,0,0
"Middle Atlantic","Midwest","Rural area","Mixed-Humid","2","1960s",9,3,1,"1",2188,14227.521,1122.597,0,0,6.50252330895795,0.513069926873857,0,0
"Mountain South","South","Urban cluster","Mixed-Humid","2","1970s",8,2,1,"1",4625,11532.162,464.423,0,0,2.49344043243243,0.100415783783784,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","* to 1950",1,1,2,"2",288,1818,106.869,0,0,6.3125,0.371072916666667,0,0
"Mountain South","South","Urban area","Mixed-Humid","3","1980s",4,4,1,"1",2304,6585.112,624.999,0,0,2.85812152777778,0.271266927083333,0,0
"Mountain North","Midwest","Urban cluster","Cold/Very Cold","5","1990s",6,4,2,"2",1188,5510,420.215,0,0,4.63804713804714,0.35371632996633,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","1960s",4,1,2,"2",464,2576,276.707,0,0,5.55172413793103,0.596351293103448,0,0
"Pacific","South","Urban area","Hot-Humid","5","1980s",5,1,2,"1",674,10638.643,0,0,0,15.7843367952522,0,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","2000s",8,3,1,"1",3128,9887.621,725.222,0,0,3.16100415601023,0.231848465473146,0,0
"Mountain South","South","Urban cluster","Cold/Very Cold","2","* to 1950",6,4,1,"1",2167,11921.59,921.521,0,0,5.50142593447162,0.425251961236733,0,0
"New England","South","Urban area","Mixed-Humid","4","1970s",4,1,2,"1",700,10294.723,439.213,0,0,14.7067471428571,0.627447142857143,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",7,2,2,"1",2583,20314.516,468.811,0,0,7.86469841269841,0.18149864498645,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","2000s",8,2,1,"1",3652,12272,963.243,0,0,3.36035049288061,0.263757667031763,0,0
"New England","South","Urban cluster","Mixed-Humid","4","* to 1950",1,1,2,"1",553,2435.935,0,0,11682.4,4.40494575045208,0,0,21.1254972875226
"Pacific","South","Urban area","Hot-Humid","2","2000s",8,4,1,"1",3086,20461.213,205.585,0,0,6.6303347375243,0.0666186001296176,0,0
"Middle Atlantic","Midwest","Rural area","Cold/Very Cold","2","1970s",6,5,2,"1",1162,4556.459,0,0,0,3.92122117039587,0,0,0
"Pacific","South","Rural area","Hot-Humid","2","1990s",5,2,1,"1",2309,8614.996,0,211.101,0,3.73105067128627,0,0.0914252923343439,0
"New England","South","Rural area","Mixed-Humid","2","1960s",5,1,1,"1",1079,5051.98,0,311.585,0,4.68209453197405,0,0.288772011121409,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",7,6,1,"1",1462,8174.667,504.759,0,0,5.59142749658003,0.345252393980848,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","5","1980s",4,1,2,"1",1223,4606,358.064,0,0,3.76614881439084,0.29277514309076,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","1970s",6,2,1,"1",1271,19279,0,0,0,15.168371361133,0,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1950s",2,4,2,"1",442,3552.808,185.25,0,0,8.03802714932127,0.419117647058824,0,0
"West South Central","West","Urban area","Cold/Very Cold","5","1980s",2,2,2,"1",667,11575.239,0,0,0,17.3541814092954,0,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","1960s",7,3,1,"1",2630,8246.428,0,47.755,106839.994,3.13552395437262,0,0.0181577946768061,40.6235718631179
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",8,2,1,"1",2000,16084.8,0,0,0,8.0424,0,0,0
"West South Central","West","Urban cluster","Marine","2","1970s",6,2,1,"1",1073,17449.827,0,0,0,16.2626533084809,0,0,0
"Middle Atlantic","Midwest","Urban cluster","Cold/Very Cold","2","1960s",7,2,1,"1",3152,3643.871,728.954,0,0,1.15605044416244,0.231267131979695,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","1970s",8,4,1,"1",2184,18950.378,935.488,0,0,8.676913003663,0.428336996336996,0,0
"Pacific","South","Urban area","Hot-Humid","2","1980s",9,6,1,"1",2635,31135.636,574.449,0,0,11.8161806451613,0.218007210626186,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","1990s",6,2,1,"1",2214,9078.733,0,0,0,4.10060207768744,0,0,0
"Pacific","South","Urban area","Hot-Humid","5","* to 1950",1,1,2,"1",461,5208.343,0,0,0,11.2979240780911,0,0,0
"Middle Atlantic","Midwest","Rural area","Cold/Very Cold","2","2000s",13,3,1,"1",3384,24201.318,0,0,0,7.15168971631206,0,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","* to 1950",1,1,2,"1",361,2157.232,134.46,0,0,5.97571191135734,0.372465373961219,0,0
"West South Central","West","Urban area","Marine","2","1950s",10,2,1,"1",5234,8271.983,664.945,0,0,1.58043236530378,0.127043370271303,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","1960s",11,6,1,"1",2747,15116.903,1615.541,0,0,5.50305897342556,0.58811103021478,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",9,6,1,"1",5880,14390.697,587.345,0,0,2.44739744897959,0.0998886054421769,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","2","* to 1950",7,2,1,"1",5520,4178.997,2100.679,0,0,0.757064673913044,0.380557789855072,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","5","1990s",4,1,2,"1",756,2740.258,0,0,0,3.62467989417989,0,0,0
"Mountain North","Midwest","Urban area","Mixed-Humid","4","1990s",3,1,2,"1",763,2641.733,323.15,0,0,3.46229750982962,0.423525557011796,0,0
"Mountain South","South","Rural area","Cold/Very Cold","2","1990s",7,2,1,"1",1260,14118.485,0,0,0,11.2051468253968,0,0,0
"New England","South","Rural area","Hot-Humid","2","1990s",7,4,1,"1",4105,24016.806,0,0,0,5.85062265529842,0,0,0
"Middle Atlantic","Midwest","Rural area","Cold/Very Cold","2","2010 to 2015",10,6,1,"1",4470,31101.692,1501.896,0,0,6.95787293064877,0.335994630872483,0,0
"East North Central","Northeast","Urban cluster","Cold/Very Cold","4","* to 1950",5,2,2,"1",1302,7119.242,0,0,61873.048,5.46792780337942,0,0,47.5215422427035
"Mountain South","South","Urban area","Mixed-Humid","1","1990s",5,5,1,"1",924,14311.03,0,0,0,15.4881277056277,0,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","5","1970s",5,2,2,"1",1172,16318.667,0,0,0,13.9237773037543,0,0,0
"New England","South","Urban area","Mixed-Humid","2","1950s",7,2,1,"1",3900,13646.263,564.295,0,0,3.4990417948718,0.144691025641026,0,0
"East South Central","Northeast","Rural area","Cold/Very Cold","2","2000s",6,2,1,"1",4105,7161.632,0,789.317,0,1.74461193666261,0,0.192281851400731,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","5","2010 to 2015",3,1,2,"1",967,2093.696,0,0,0,2.16514581178904,0,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","* to 1950",7,3,1,"1",1200,7343.495,803.433,0,0,6.11957916666667,0.6695275,0,0
"New England","South","Urban area","Mixed-Humid","2","1950s",5,2,2,"1",2106,13537.721,1053.226,0,0,6.42816761633428,0.500107312440646,0,0
"Pacific","South","Urban cluster","Hot-Humid","2","1970s",7,4,1,"1",3120,17320.364,549.005,0,0,5.55139871794872,0.175963141025641,0,0
"West South Central","West","Urban cluster","Cold/Very Cold","2","1980s",6,1,1,"1",1517,4763.032,959.943,0,0,3.13977059986816,0.632790375741595,0,0
"East North Central","Northeast","Urban cluster","Cold/Very Cold","4","* to 1950",5,1,1,"1",1222,2090.02,87.949,0,30939.194,1.71032733224223,0.0719713584288052,0,25.3184893617021
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","5","1990s",4,3,2,"1",1224,8561.539,335.167,0,0,6.99472140522876,0.273829248366013,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","2","1960s",10,2,1,"1",1588,3394.309,823.348,0,0,2.1374741813602,0.518481108312343,0,0
"East North Central","Northeast","Urban area","Cold/Very Cold","3","1980s",7,1,1,"1",2893,3444.146,0,0,131123.848,1.19051019702731,0,0,45.324524023505
"East North Central","Northeast","Urban area","Cold/Very Cold","2","1970s",6,3,1,"1",2569,9514.117,638.885,0,0,3.70343207473725,0.248690151810043,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","* to 1950",4,1,1,"1",4350,14862.171,377.294,0,0,3.41659103448276,0.0867342528735632,0,0
"New England","South","Rural area","Mixed-Humid","2","1990s",8,5,1,"1",2632,50884.541,0,0,0,19.3330322948328,0,0,0
"West South Central","West","Rural area","Hot-Dry/Mixed-Dry","2","2000s",9,4,1,"1",2795,6423,0,334.795,0,2.29803220035778,0,0.119783542039356,0
"East North Central","Northeast","Urban area","Cold/Very Cold","2","1990s",6,3,1,"1",3054,6093.821,1235.778,0,0,1.99535723641126,0.404642436149312,0,0
"Mountain South","South","Urban area","Mixed-Humid","3","1980s",7,1,1,"1",2958,7755.452,0,0,0,2.62185665990534,0,0,0
"Pacific","South","Urban area","Hot-Humid","5","1970s",4,3,2,"1",926,16617.27,0,0,0,17.9452159827214,0,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","1980s",6,2,1,"1",1750,11882.602,554.088,0,0,6.79005828571429,0.316621714285714,0,0
"New England","South","Rural area","Hot-Humid","2","1970s",8,2,1,"1",3306,9590.432,266.545,0,0,2.90091712038718,0.0806246218995765,0,0
"South Atlantic","West","Rural area","Cold/Very Cold","2","* to 1950",8,2,1,"1",3346,15689.6,577.386,0,0,4.68906156604901,0.172560071727436,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",7,2,1,"1",1940,6939.057,999.311,0,0,3.57683350515464,0.515108762886598,0,0
"South Atlantic","West","Urban area","Cold/Very Cold","2","1970s",5,5,1,"1",926,6426.433,369.618,0,0,6.93999244060475,0.399155507559395,0,0
"East South Central","Northeast","Rural area","Cold/Very Cold","2","1990s",7,2,1,"1",2704,10789,0,215.041,0,3.99001479289941,0,0.0795269970414201,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","3","2000s",5,1,1,"1",1096,3521.091,95.737,0,0,3.21267427007299,0.0873512773722628,0,0
"Mountain South","South","Urban area","Hot-Humid","5","1950s",3,2,2,"1",576,8494.742,64.544,0,0,14.7478159722222,0.112055555555556,0,0
"Pacific","South","Urban area","Hot-Humid","2","1960s",7,1,1,"1",3152,10904.463,401.282,0,0,3.45953775380711,0.127310279187817,0,0
"West South Central","West","Urban cluster","Cold/Very Cold","2","1970s",7,3,2,"1",1766,7414.909,1216.769,0,0,4.19870271800679,0.688997168742922,0,0
"West North Central","West","Rural area","Cold/Very Cold","1","2000s",7,2,2,"1",1352,5922.492,0,334.103,0,4.38054142011834,0,0.247117603550296,0
"West South Central","West","Urban area","Marine","2","1960s",5,2,1,"1",1440,5001.193,28.067,0,0,3.47305069444444,0.0194909722222222,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","4","1950s",4,4,2,"1",810,3549,651.102,0,0,4.38148148148148,0.80382962962963,0,0
"New England","South","Rural area","Mixed-Humid","2","1950s",6,3,1,"1",1860,15851.214,0,0,0,8.52215806451613,0,0,0
"West South Central","West","Urban area","Marine","2","1950s",13,1,1,"1",3384,9476.076,754.697,0,0,2.80025886524823,0.223019208037825,0,0
"Mountain North","Midwest","Rural area","Cold/Very Cold","2","* to 1950",8,2,1,"1",3240,37323.089,0,0,0,11.5194719135802,0,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2010 to 2015",6,3,1,"1",3612,6706,250.19,0,0,1.85658914728682,0.069266334440753,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","3","2000s",7,4,2,"1",2240,11174.597,421.743,0,0,4.988659375,0.188278125,0,0
"New England","South","Urban cluster","Mixed-Humid","4","1950s",6,3,2,"1",1332,10396,316.636,0,0,7.8048048048048,0.237714714714715,0,0
"West South Central","West","Urban area","Hot-Humid","5","1960s",3,2,1,"1",472,3565.72,0,0,0,7.55449152542373,0,0,0
"West North Central","West","Urban area","Cold/Very Cold","2","2000s",13,2,1,"1",4822,18897,1161.389,0,0,3.9189133139776,0.240852136043136,0,0
"New England","South","Urban area","Mixed-Humid","4","2000s",4,1,2,"1",1156,3496,260.497,0,0,3.0242214532872,0.225343425605536,0,0
"South Atlantic","West","Urban area","Cold/Very Cold","2","2000s",14,6,1,"1",4590,22314.026,1236.653,0,0,4.86144357298475,0.269423311546841,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1970s",11,1,1,"1",3840,7588.457,664.529,0,0,1.97616067708333,0.173054427083333,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","1950s",8,4,1,"1",2700,11710,1490.626,0,0,4.33703703703704,0.552083703703704,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1950s",8,3,1,"1",2852,4743.697,183.678,0,0,1.66328786816269,0.0644032258064516,0,0
"Pacific","South","Urban area","Hot-Humid","2","1980s",8,4,1,"1",2462,23756.099,530.845,0,0,9.64910601137287,0.215615353371243,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","3","2010 to 2015",5,1,2,"1",721,7554.215,395.82,0,0,10.4774133148405,0.548987517337032,0,0
"West South Central","West","Urban area","Hot-Humid","5","1960s",2,2,1,"2",952,7660,0,0,0,8.04621848739496,0,0,0
